Kategori_Lowongan,Pekerjaan Lowongan,Title,Posisi,Gaji,Gaji Min,Gaji Max,Kualifikasi,Tahun Pengalaman,Umur,Pendidikan,Skill,Link
Sales,Sales,Customer Experience (English Customer Service),Customer Experience (English Customer Service),Tidak dicantumkan,N/A,N/A,You will provide support to sales representatives and respond to customer and prospect queries.,N/A,N/A,N/A,N/A,https://id.jobstreet.com/id/job/85467878
Lainnya,Lainnya,E-commerce Specialist,E-commerce Specialist,Rp 3.000.000 – Rp 4.500.000 per month,3000000,4500000,"E-commerce di PT Tiga Raja Perkasa (Triple Jeans) merupakan bagian dari divisi commercial, dan sangat terbuka dengan ide-ide menarik dan kompetitif ",N/A,N/A,N/A,N/A,https://id.jobstreet.com/id/job/84887578
Lainnya,Lainnya,Staff Penagihan - Branch Samarinda,Staff Penagihan - Branch Samarinda,Tidak dicantumkan,N/A,N/A,"Melakukan regularity visit, interaksi dan penagihan dengan konsumen
Menjalankan Strategi individu sesuai collection activity
Requirements
Memiliki...",N/A,N/A,N/A,N/A,https://id.jobstreet.com/id/job/85176677
Lainnya,Lainnya,Manager Restaurant,Manager Restaurant,Tidak dicantumkan,N/A,N/A,Bertanggung jawab atas pengeluaran dan biaya-biaya yang berhubungan dengan operasional & kenyamanan resto,N/A,N/A,N/A,N/A,https://id.jobstreet.com/id/job/85262368
Sales,Sales,Sales Baterai Lithium,Sales Baterai Lithium,Rp 6.000.000 – Rp 8.500.000 per month,6000000,8500000,Kami merupakan perusahaan perakitan dan penjualan baterai untuk berbagai kebutuhan. Saat ini kami sedang membuka lowongan Battery Sales Engineer.,N/A,N/A,N/A,N/A,https://id.jobstreet.com/id/job/85201298
Lainnya,Lainnya,General Accountant,General Accountant,Tidak dicantumkan,N/A,N/A,"This is senior level, General Accounting oversees the Accounting aspect and compliance",N/A,N/A,N/A,accounting,https://id.jobstreet.com/id/job/85114624
Sales,Sales,Sales Taking Order Penempatan Makassar,Sales Taking Order Penempatan Makassar,Tidak dicantumkan,N/A,N/A,Melakukan canvassing ke toko kosmetik,N/A,N/A,N/A,N/A,https://id.jobstreet.com/id/job/85548337
Finance,Finance,"Finance, Accounting and Tax Assistant Manager","Finance, Accounting and Tax Assistant Manager",Tidak dicantumkan,N/A,N/A,"Financial Statement (Profit Loss, Balance Sheet and Cash Flow Statement) + supporting",N/A,N/A,N/A,N/A,https://id.jobstreet.com/id/job/85014789
Business Development,Business Development,Business Development Executive (Riau),Business Development Executive (Riau),Tidak dicantumkan,N/A,N/A,Kami membuka peluang untuk bergabung dengan tim kami dan berkontribusi dalam lingkungan kerja yang dinamis dan kolaboratif,N/A,N/A,N/A,N/A,https://id.jobstreet.com/id/job/85662326
Lainnya,Lainnya,Lean Head,Lean Head,Tidak dicantumkan,N/A,N/A,Managing and controlling improvement program that implemented already on the manufacturing Flow. Analyzes or Evaluates process & System manufacturing.,N/A,N/A,N/A,N/A,https://id.jobstreet.com/id/job/85157168
Lainnya,Lainnya,HR Country Manager,HR Country Manager,Tidak dicantumkan,N/A,N/A,We are an international leader in sustainable construction materials.,N/A,N/A,N/A,N/A,https://id.jobstreet.com/id/job/85624451
Social Media,Social Media,Social Media Specialist Supervisor,Social Media Specialist Supervisor,Tidak dicantumkan,N/A,N/A,"Mengelola & mengembangkan media sosial brand lewat strategi konten, kolaborasi, riset tren, dan engagement Gen Z-Millennials yang berdampak",N/A,N/A,N/A,N/A,https://id.jobstreet.com/id/job/85546862
Lainnya,Lainnya,Jr. Market Executive (International Business),Jr. Market Executive (International Business),Tidak dicantumkan,N/A,N/A,"Continuously track and optimize price competitiveness and room availability to ensure market strength.
Collaborate with related teams to assist in...",N/A,N/A,N/A,N/A,https://id.jobstreet.com/id/job/85315146
Lainnya,Lainnya,Jr. Market Executive (International Business),Jr. Market Executive (International Business),Tidak dicantumkan,N/A,N/A,"Continuously track and optimize price competitiveness and room availability to ensure market strength.
Collaborate with related teams to assist in...",N/A,N/A,N/A,N/A,https://id.jobstreet.com/id/job/85315146
Lainnya,Lainnya,OPERATION MANAGER,OPERATION MANAGER,Tidak dicantumkan,N/A,N/A,B2C Operations Manager,N/A,N/A,N/A,N/A,https://id.jobstreet.com/id/job/84940370
Lainnya,Lainnya,Teknik Sipil,Teknik Sipil,Tidak dicantumkan,N/A,N/A,"1. Sistem pengupahan yg baik
2. Terdaftar di BPJS Kesehatan dan Tenaga Kerja
3. Dapat dipromosikan jika performa kerja baik",N/A,N/A,N/A,N/A,https://id.jobstreet.com/id/job/84761153
Lainnya,Lainnya,marketing,marketing,Tidak dicantumkan,N/A,N/A,-,N/A,N/A,N/A,N/A,https://id.jobstreet.com/id/job/85477276
Lainnya,Lainnya,"In-app Journey & Operations, Assistant Manager","In-app Journey & Operations, Assistant Manager",Tidak dicantumkan,N/A,N/A,We are looking for Operations Excellence Assistant Manager to further improve GrabMart's Conversion Rate. You are experienced in analysing data and...,N/A,N/A,N/A,excel,https://id.jobstreet.com/id/job/85610957
Finance,Finance,Associate - Advisory - Finance Billing Admin,Associate - Advisory - Finance Billing Admin,Tidak dicantumkan,N/A,N/A,"A career in Finance, within Internal Firm Services, will provide you with the opportunity to help PwC in all aspects of our Finance internal...",N/A,N/A,N/A,finance,https://id.jobstreet.com/id/job/84987713
Finance,Finance,Senior Finance & Accounting Officer - Metropolis Town Square,Senior Finance & Accounting Officer - Metropolis Town Square,Tidak dicantumkan,N/A,N/A,Responsible for all areas relating to financial accounting reporting.,N/A,N/A,N/A,accounting,https://id.jobstreet.com/id/job/85573446
Sales,Sales,Sales Manager,Sales Manager,Rp 10.000.000 – Rp 14.000.000 per month,10000000,14000000,"Memimpin strategi penjualan nasional, ekspansi distribusi, dan pengelolaan tim untuk pertumbuhan pasar vape secara menyeluruh.",N/A,N/A,N/A,N/A,https://id.jobstreet.com/id/job/85669575
Lainnya,Lainnya,BANCASSURANCE SPECIALIST - TANJUNG SELOR,BANCASSURANCE SPECIALIST - TANJUNG SELOR,Tidak dicantumkan,N/A,N/A,Representative BNI Life yang akan ditempatkan di cabang Bank BNI bertugas melakukan pemasaran produk Bancassurance (Individu),N/A,N/A,N/A,N/A,https://id.jobstreet.com/id/job/85664694
Lainnya,Lainnya,Budget Supervisor,Budget Supervisor,Rp 5.000.000 – Rp 7.000.000 per month,5000000,7000000,"Mengelola, mengontrol, memonitor proses perencanaan, pelaksanaan, serta evaluasi anggaran agar berjalan efektif, efisien, sesuai kebijakan manajemen.",N/A,N/A,N/A,N/A,https://id.jobstreet.com/id/job/85041156
Sales,Sales,Junior Medical Representative (Jawa Timur),Junior Medical Representative (Jawa Timur),Tidak dicantumkan,N/A,N/A,"We are looking a Junior Medical Representative to drive product promotion, build strong relations, meet sales targets, and ensure ethical compliance.",N/A,N/A,N/A,N/A,https://id.jobstreet.com/id/job/85134548
Admin,Admin,Digital Learning Admin,Digital Learning Admin,Tidak dicantumkan,N/A,N/A,"Digital Learning Admin bertanggung jawab mengelola (LMS), serta mendukung proses pengembangan dan implementasi materi pembelajaran digital.",N/A,N/A,N/A,N/A,https://id.jobstreet.com/id/job/85437635
Bidan,Bidan,System Support Specialist (Odoo ERP),System Support Specialist (Odoo ERP),Tidak dicantumkan,N/A,N/A,PT. Prakarsa Jaya Sentosa adalah Perusahaan yang bergerak di bidang garmen / pakaian. Kami sedang mencari kandidat untuk bergabung dengan tim IT kami.,N/A,N/A,N/A,N/A,https://id.jobstreet.com/id/job/85663176
Digital Marketing,Digital Marketing,Digital Marketing Expert,Digital Marketing Expert,Rp 6.500.000 – Rp 7.500.000 per month,6500000,7500000,"Lead digital marketing strategies at a leading company. Leverage SEO, SEM, social media to drive measurable results.",N/A,N/A,N/A,N/A,https://id.jobstreet.com/id/job/85381861
Lainnya,Lainnya,supervisor,supervisor,Rp 3.000.000 – Rp 4.500.000 per month,3000000,4500000,Bonus pasti didapatkan setiap bulan,N/A,N/A,N/A,N/A,https://id.jobstreet.com/id/job/85202628
Lainnya,Lainnya,Creative Staff,Creative Staff,Tidak dicantumkan,N/A,N/A,-,N/A,N/A,N/A,N/A,https://id.jobstreet.com/id/job/85565076
Sales,Sales,Medical Representative (JADETABEK),Medical Representative (JADETABEK),Tidak dicantumkan,N/A,N/A,"Join us as a Medical Representative! Drive sales, build HCP relations, and grow your career in a dynamic, ethical healthcare environment.",N/A,N/A,N/A,N/A,https://id.jobstreet.com/id/job/85593795
Lainnya,Lainnya,Tenaga Ahli MEP,Tenaga Ahli MEP,Tidak dicantumkan,N/A,N/A,.,N/A,N/A,N/A,N/A,https://id.jobstreet.com/id/job/85531942
Digital Marketing,Digital Marketing,BRAND MANAGER FASHION | MANAGER BRANDING | DIGITAL MARKETING,BRAND MANAGER FASHION | MANAGER BRANDING | DIGITAL MARKETING,Rp 10.000.000 – Rp 13.000.000 per month,10000000,13000000,level Up your value with Us!,N/A,N/A,N/A,N/A,https://id.jobstreet.com/id/job/85538117
Lainnya,Lainnya,Notary Clerk,Notary Clerk,Rp 4.000.000 – Rp 6.000.000 per month,4000000,6000000,"Join us as a Notary Clerk in Kerobokan Bali! Seeking energetic, friendly candidates, 21+,with confidentiality and salary based on level of competence!",N/A,N/A,N/A,N/A,https://id.jobstreet.com/id/job/85222675
Lainnya,Lainnya,"City Lead, Bengkulu","City Lead, Bengkulu",Tidak dicantumkan,N/A,N/A,"City Lead Bengkulu will lead projects, strategies, and operations for Transport & Delivery Bengkulu Area. We believe a successful candidate has the...",N/A,N/A,N/A,N/A,https://id.jobstreet.com/id/job/85610952
Finance,Finance,Finance Funding Officer,Finance Funding Officer,Tidak dicantumkan,N/A,N/A,KUALIFIKASI S1 Manajemen Memiliki pengalaman minimal 2 tahun sebagai Funding di perkebunan kelapa sawit (lebih diutamakan) Memiliki skill...,2,N/A,S1,N/A,https://id.jobstreet.com/id/job/85603037
Finance,Finance,Finance Accounting Manager,Finance Accounting Manager,Tidak dicantumkan,N/A,N/A,Finance Accounting Manager,N/A,N/A,N/A,"finance,accounting",https://id.jobstreet.com/id/job/84970837
Lainnya,Lainnya,sosial media specialist,sosial media specialist,Rp 5.000.000 – Rp 7.000.000 per month,5000000,7000000,mempunyai strategi dalam menganalisi data dan konten. bisa memiliki ide creative yang tinggi ,N/A,N/A,N/A,N/A,https://id.jobstreet.com/id/job/84819348
Tax,Tax,Accounting & Tax,Accounting & Tax,Rp 4.900.000 – Rp 5.800.000 per month,4900000,5800000,"Bertanggung jawab atas pencatatan keuangan, pelaporan pajak, dan rekonsiliasi akun secara akurat sesuai ketentuan perpajakan Indonesia.",N/A,N/A,N/A,erp,https://id.jobstreet.com/id/job/84888048
Lainnya,Lainnya,ACCOUNTING SENIOR,ACCOUNTING SENIOR,Rp 5.000.000 – Rp 6.500.000 per month,5000000,6500000,Bisa mendapatkan bonus tahunan jika perusahaan mendapatkan keuntungan lebih,N/A,N/A,N/A,N/A,https://id.jobstreet.com/id/job/85362110
Legal,Legal,IT/Design Officer,IT/Design Officer,Rp 3.750.000 – Rp 5.500.000 per month,3750000,5500000,Badranaya Partnership is seeking a skilled & creative IT & Design Officer to support our legal practice with strong digital presence & brand identity,N/A,N/A,N/A,N/A,https://id.jobstreet.com/id/job/84979552
Training,Training,ARE (Motorcycle Product) - Pos Cengkareng,ARE (Motorcycle Product) - Pos Cengkareng,Tidak dicantumkan,N/A,N/A,"Bersedia ditempatkan di BFI Cengkareng
Training & Professional Development
Transportation Allowances
Gadget Support
Performance Bonus
Maternity &...",N/A,N/A,N/A,N/A,https://id.jobstreet.com/id/job/85573851
Lainnya,Lainnya,Marketing Analyst,Marketing Analyst,Tidak dicantumkan,N/A,N/A,"Your mission : analyze markets, craft B2B strategies, and unlock growth in the Asia Pacific silica industry
",N/A,N/A,N/A,N/A,https://id.jobstreet.com/id/job/85052647
Lainnya,Lainnya,Customer Relation Executive,Customer Relation Executive,Tidak dicantumkan,N/A,N/A,1. Follow up konsumen untuk melakukan repeat order (RO)2. Mencari calon konsumen yang butuh dana dengan jaminan BPKB mobil3. Memahami konsep 1P +...,N/A,N/A,N/A,N/A,https://id.jobstreet.com/id/job/85647321
Lainnya,Lainnya,Sr. Architect Interior,Sr. Architect Interior,Tidak dicantumkan,N/A,N/A,Coordinate the implementation of interior design construction together with the Project Engineering Department,N/A,N/A,N/A,N/A,https://id.jobstreet.com/id/job/84905605
Admin,Admin,ERF Masterdata Admin,ERF Masterdata Admin,Tidak dicantumkan,N/A,N/A,"memastikan akurasi, integritas, dan sinkronisasi data material serta pengiriman customer di seluruh unit bisnis Downstream.",N/A,N/A,N/A,N/A,https://id.jobstreet.com/id/job/85029727
Lainnya,Lainnya,Pembawa acara streaming langsung TIKTOK,Pembawa acara streaming langsung TIKTOK,Rp 4.000.000 – Rp 6.000.000 per month,4000000,6000000,"Pengenalan anchor rekrutmen
1. Perusahaan menyediakan asrama
2. Gaji tinggi
3. Diperlukan pengalaman dalam live streaming",N/A,N/A,N/A,N/A,https://id.jobstreet.com/id/job/84922007
Sales,Sales,Sales Logistik,Sales Logistik,Tidak dicantumkan,N/A,N/A,"Maintain good communication skills
Be a hardworking and able to endure hardship",N/A,N/A,N/A,communication,https://id.jobstreet.com/id/job/84937397
Consultant,Consultant,Junior Tax Consultant,Junior Tax Consultant,Tidak dicantumkan,N/A,N/A,"Deskripsi Pekerjaan:Laporan pajak bulanan, seperti PPh 21, PPh 23, PPh 4(2), dan PPN (e-faktur), serta Laporan pajak tahunan (badan usaha/perorangan).",N/A,N/A,N/A,N/A,https://id.jobstreet.com/id/job/85445272
Sales,Sales,Area Sales Manager - Kalimantan,Area Sales Manager - Kalimantan,Rp 10.000.000 – Rp 13.000.000 per month,10000000,13000000,Mencapai target dan sasaran yang ditetapkan untuk area dengan mempertahankan dan meningkatkan penjualan,N/A,N/A,N/A,N/A,https://id.jobstreet.com/id/job/84944823
Sales,Sales,Sales Promotion (SPB),Sales Promotion (SPB),Rp 4.700.000 – Rp 5.000.000 per month,4700000,5000000,- Competitive Sallary,N/A,N/A,N/A,N/A,https://id.jobstreet.com/id/job/85586851
Lainnya,Lainnya,SURA Marketing Manager,SURA Marketing Manager,Tidak dicantumkan,N/A,N/A,"Centered around SURA’s brand philosophy, “The Taste of Happiness Crafted with Care,”",N/A,N/A,N/A,N/A,https://id.jobstreet.com/id/job/85260176
Consultant,Consultant,ERP Consultant,ERP Consultant,Tidak dicantumkan,N/A,N/A,"If you're passionate about people, tech-savvy, and eager to grow—this is your opportunity to build a meaningful career with purpose and potential!",N/A,N/A,N/A,N/A,https://id.jobstreet.com/id/job/85555144
Lainnya,Lainnya,E-Commerce & Live Streaming Specialist – Peluang Karir Tinggi & Gaji Kompetitif!,E-Commerce & Live Streaming Specialist – Peluang Karir Tinggi & Gaji Kompetitif!,Rp 7.000.000 – Rp 10.000.000 per month,7000000,10000000,"Bergabunglah dengan tim kami! Kesempatan berkembang di e-commerce & live streaming, gaji kompetitif, bonus menarik, dan peluang promosi menanti Anda!",N/A,N/A,N/A,N/A,https://id.jobstreet.com/id/job/85630510
Lainnya,Lainnya,AIF - UT - Operational Excellence Intern,AIF - UT - Operational Excellence Intern,Tidak dicantumkan,N/A,N/A,Membantu dalam pemetaan dan analisis proses operasional untuk mengidentifikasi ketidakefisienan dalam sebuah project dan bisnis proses. Mendukung...,N/A,N/A,N/A,N/A,https://id.jobstreet.com/id/job/85296428
Account Executive,Account Executive,Account Executive AUTO2000 Balikpapan & sekitarnya,Account Executive AUTO2000 Balikpapan & sekitarnya,Tidak dicantumkan,N/A,N/A,"Melakukan kegiatan-kegiatan yang mendukung proses membangun relasi untuk memperoleh prospek (calon pembeli) baik perorangan maupun perusahaan


",N/A,N/A,N/A,N/A,https://id.jobstreet.com/id/job/85051033
Sales,Sales,Sales Assistant (Surabaya),Sales Assistant (Surabaya),Tidak dicantumkan,N/A,N/A,-,N/A,N/A,N/A,N/A,https://id.jobstreet.com/id/job/85570262
Lainnya,Lainnya,OUTSOURCING MANAGER,OUTSOURCING MANAGER,Tidak dicantumkan,N/A,N/A,"Excellent opportunity to lead HR outsourcing operations for leading Indonesian company. Competitive salary, great benefits.",N/A,N/A,N/A,excel,https://id.jobstreet.com/id/job/85294246
Consultant,Consultant,Account Recovery Consultant BCA Finance  - Penempatan Surabaya,Account Recovery Consultant BCA Finance  - Penempatan Surabaya,Tidak dicantumkan,N/A,N/A,"Menangani konsumen yang pembayarannya melewati batas waktu 150 hari atau lebih, dengan cara melakukan koordinasi dan negosiasi untuk mengurangi rugi",N/A,N/A,N/A,N/A,https://id.jobstreet.com/id/job/85604969
Finance,Finance,"Spv Accounting, Finance & Tax","Spv Accounting, Finance & Tax","Rp 7,000,000 – Rp 10,000,000 per month",7000000,10000000,Kami memilh yang terbaik dan akan memberikan yang terbaik,N/A,N/A,N/A,N/A,https://id.jobstreet.com/id/job/85262645
Database,Database,FB Admin Assistant25103866,FB Admin Assistant25103866,Tidak dicantumkan,N/A,N/A,"Enter and retrieve information contained in computer databases using a keyboard, mouse, or trackball to update records, files, reservations, and...",N/A,N/A,N/A,N/A,https://id.jobstreet.com/id/job/85189013
Lainnya,Lainnya,Teacher (Assistant Teacher),Teacher (Assistant Teacher),Tidak dicantumkan,N/A,N/A," Co teach in planning, preparing and conduct play- based activities for individuals or group-based caring and tending to student's needs",N/A,N/A,N/A,N/A,https://id.jobstreet.com/id/job/84962004
Sales,Sales,Hospital Medical Representative (Yogyakarta Area),Hospital Medical Representative (Yogyakarta Area),Tidak dicantumkan,N/A,N/A,Achieve the sales target by build a strong engagement with the Customer & potential Customer in Hospital channel ,N/A,N/A,N/A,N/A,https://id.jobstreet.com/id/job/84862980
Telemarketing,Telemarketing,Telemarketing Agent,Telemarketing Agent,Rp 5.300.000 – Rp 5.397.000 per month,5300000,5397000,Engage with warm leads via calls—connect with customers who filled out online forms and guide them through our services.,N/A,N/A,N/A,N/A,https://id.jobstreet.com/id/job/84861852
